Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Unit_Price,Estd_Cat
DRG51,12.1,Low Fat,0.011563024,Dairy,164.9526,OUT045,2002,Medium,Tier 2,Supermarket Type1,2302.3364,13.632446280991735,3
NCS53,14.5,Low Fat,0.08970347599999999,Health and Hygiene,158.3604,OUT013,1987,High,Tier 3,Supermarket Type1,1109.2228,10.921406896551725,1
FDC33,8.96,Regular,0.06893834,Fruits and Vegetables,196.4768,OUT046,1997,Small,Tier 1,Supermarket Type1,2561.9984,21.928214285714283,2
FDD14,20.7,Low Fat,0.169667145,Canned,183.5266,OUT013,1987,High,Tier 3,Supermarket Type1,4426.2384,8.866019323671498,1
FDJ52,7.145,Low Fat,0.017814518,Frozen Foods,159.8578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2246.4092,22.3733799860042,2
FDV33,9.6,Regular,0.027399064,Snack Foods,258.3304,OUT045,2002,Medium,Tier 2,Supermarket Type1,4133.2864,26.90941666666667,3
FDY33,14.5,Regular,0.097398254,Snack Foods,157.4262,OUT045,2002,Medium,Tier 2,Supermarket Type1,3978.155,10.856979310344828,3
FDE28,9.482437390111349,Regular,0.23207267399999998,Frozen Foods,229.4668,OUT019,1985,Small,Tier 1,Grocery Store,460.7336,24.19913684210526,1
FDA57,18.85,Low Fat,0.039723998999999996,Snack Foods,41.048,OUT045,2002,Medium,Tier 2,Supermarket Type1,918.804,2.1776127320954908,3
DRC27,13.8,Low Fat,0.05843112,Dairy,243.6802,OUT017,2007,Medium,Tier 2,Supermarket Type1,1965.4416,17.657985507246376,3
FDA27,20.35,Regular,0.030990353999999998,Dairy,256.3672,OUT045,2002,Medium,Tier 2,Supermarket Type1,1022.6688,12.597896805896806,3
FDO57,20.75,Low Fat,0.108689606,Snack Foods,159.3578,OUT035,2004,Small,Tier 2,Supermarket Type1,4492.8184,7.679893975903615,3
FDZ44,8.185,Low Fat,0.038721734,Fruits and Vegetables,115.8808,OUT035,2004,Small,Tier 2,Supermarket Type1,1523.3504,14.1577031154551,3
FDA58,9.395,Low Fat,0.10366489699999999,Snack Foods,233.6932,OUT013,1987,High,Tier 3,Supermarket Type1,1414.1592,24.874209686003194,1
DRB01,7.39,Low Fat,0.082367244,Soft Drinks,187.753,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.024,25.4063599458728,2
FDX45,16.75,Low Fat,0.105282932,Snack Foods,156.963,OUT018,2009,Medium,Tier 3,Supermarket Type2,2816.3340000000003,9.370925373134328,3
FDY12,9.8,Regular,0.141406394,Baking Goods,50.0008,OUT017,2007,Medium,Tier 2,Supermarket Type1,506.00800000000004,5.102122448979591,3
NCZ29,15.0,Low Fat,0.071516201,Health and Hygiene,127.7362,OUT045,2002,Medium,Tier 2,Supermarket Type1,1761.7068,8.515746666666667,3
FDF09,6.215,Low Fat,0.012198395,Fruits and Vegetables,37.4848,OUT018,2009,Medium,Tier 3,Supermarket Type2,186.424,6.031343523732905,3
FDR48,11.65,Low Fat,0.132248069,Baking Goods,150.5024,OUT017,2007,Medium,Tier 2,Supermarket Type1,3187.8504,12.918660944206009,3
NCH29,5.51,Low Fat,0.034445116,Health and Hygiene,95.8726,OUT013,1987,High,Tier 3,Supermarket Type1,2153.1972,17.39974591651543,1
FDN08,7.72,Regular,0.08854386800000001,Fruits and Vegetables,117.5466,OUT045,2002,Medium,Tier 2,Supermarket Type1,824.9262,15.226243523316063,3
NCN30,16.35,Low Fat,0.016979063,Household,97.441,OUT013,1987,High,Tier 3,Supermarket Type1,772.328,5.9596941896024465,1
FDS12,9.025350092548884,Low Fat,0.304859104,Baking Goods,125.4362,OUT019,1985,Small,Tier 1,Grocery Store,755.0172,13.898208791208793,1
FDN58,13.8,Regular,0.056825065,Snack Foods,230.9984,OUT013,1987,High,Tier 3,Supermarket Type1,4633.968,16.739014492753622,1
FDF50,4.905,Low Fat,0.1175683,Canned,197.6768,OUT045,2002,Medium,Tier 2,Supermarket Type1,2956.152,40.30108053007135,3
NCR54,16.35,Low Fat,0.09056219199999999,Household,198.21099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,1964.11,12.122996941896023,2
FDQ21,21.25,Low Fat,0.019423232,Snack Foods,120.8756,OUT046,1997,Small,Tier 1,Supermarket Type1,3150.5656,5.688263529411765,2
FDA13,15.85,Low Fat,0.078489577,Canned,39.9506,OUT013,1987,High,Tier 3,Supermarket Type1,645.1602,2.5205425867507887,1
FDY47,8.6,Regular,0.054706408,Breads,128.931,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,14.991976744186049,3
NCF31,9.13,Low Fat,0.051804277999999995,Household,150.2024,OUT013,1987,High,Tier 3,Supermarket Type1,1821.6288,16.451522453450163,1
FDL44,18.35793804307776,Low Fat,0.012215675,Fruits and Vegetables,162.7894,OUT027,1985,Medium,Tier 3,Supermarket Type3,5500.8396,8.86752093933464,1
FDT51,11.642109141745554,Regular,0.019117392,Meat,110.6544,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,9.504669527896995,1
NCF31,9.202125259377073,Low Fat,0.090778148,Household,153.1024,OUT019,1985,Small,Tier 1,Grocery Store,303.6048,16.63772179627601,1
NCK31,10.895,Low Fat,0.027047774,Others,50.6666,OUT046,1997,Small,Tier 1,Supermarket Type1,666.4658,4.650445158329509,2
DRM47,9.3,Low Fat,0.043874493,Hard Drinks,191.0846,OUT045,2002,Medium,Tier 2,Supermarket Type1,1337.5922,20.546731182795696,3
FDL40,17.7,Low Fat,0.011603492,Frozen Foods,97.741,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,5.522090395480226,1
FDT34,9.3,Low Fat,0.29182661600000004,Snack Foods,107.1964,OUT010,1998,Small,Tier 3,Grocery Store,420.7856,11.526494623655912,2
FDP40,4.555,Regular,0.034350673,Frozen Foods,112.7544,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.6704,24.753984632272232,3
NCJ31,19.2,Low Fat,0.183686937,Others,241.8196,OUT017,2007,Medium,Tier 2,Supermarket Type1,1687.1372,12.594770833333333,3
FDT50,6.837321940860148,Regular,0.10771483400000001,Dairy,97.8752,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544,14.314844444444446,1
FDG21,17.35,Regular,0.14629990199999998,Seafood,150.405,OUT046,1997,Small,Tier 1,Supermarket Type1,3894.93,8.668876080691643,2
FDM03,12.65,Low Fat,0.123531974,Meat,108.2938,OUT018,2009,Medium,Tier 3,Supermarket Type2,535.969,8.560774703557312,3
FDO11,8.0,Regular,0.030311951,Breads,247.4092,OUT049,1999,Medium,Tier 1,Supermarket Type1,6972.2576,30.92615,2
FDX26,17.7,Low Fat,0.087986599,Dairy,181.4292,OUT045,2002,Medium,Tier 2,Supermarket Type1,2918.8672,10.250237288135594,3
FDF39,14.85,Regular,0.019590768999999997,Dairy,261.591,OUT018,2009,Medium,Tier 3,Supermarket Type2,2366.919,17.615555555555556,3
NCR53,12.15,Low Fat,0.242768664,Health and Hygiene,226.5404,OUT010,1998,Small,Tier 3,Grocery Store,225.0404,18.645300411522634,2
FDL57,15.1,Regular,0.067064128,Snack Foods,257.9304,OUT035,2004,Small,Tier 2,Supermarket Type1,6458.26,17.08148344370861,3
FDO44,12.6,Low Fat,0.087630566,Fruits and Vegetables,110.0228,OUT045,2002,Medium,Tier 2,Supermarket Type1,3205.1612,8.731968253968255,3
NCY41,16.75,Low Fat,0.07572130099999999,Health and Hygiene,34.3532,OUT035,2004,Small,Tier 2,Supermarket Type1,1042.6428,2.050937313432836,3
FDL08,10.8,Low Fat,0.049719026,Fruits and Vegetables,246.7144,OUT046,1997,Small,Tier 1,Supermarket Type1,5145.3024,22.843925925925927,2
NCV30,20.2,Low Fat,0.065932087,Household,64.851,OUT046,1997,Small,Tier 1,Supermarket Type1,948.765,3.2104455445544553,2
FDL45,15.793873656595071,Low Fat,0.037505332,Snack Foods,126.2704,OUT027,1985,Medium,Tier 3,Supermarket Type3,4255.7936,7.994897435897436,1
FDK09,15.2,Low Fat,0.09228235300000001,Snack Foods,227.2352,OUT017,2007,Medium,Tier 2,Supermarket Type1,4122.6336,14.949684210526316,3
FDQ58,7.315,Low Fat,0.01532563,Snack Foods,153.434,OUT049,1999,Medium,Tier 1,Supermarket Type1,459.402,20.97525632262474,2
FDA28,16.1,Regular,0.047996607999999996,Frozen Foods,127.0362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.1982,7.890447204968943,3
FDA02,13.853653749263081,Regular,0.052040539000000004,Dairy,143.1786,OUT019,1985,Small,Tier 1,Grocery Store,288.9572,10.335078571428573,1
NCC54,17.75,Low Fat,0.09762961099999999,Health and Hygiene,240.4196,OUT013,1987,High,Tier 3,Supermarket Type1,4579.3724,13.5447661971831,1
FDA55,17.2,Regular,0.057221177000000005,Fruits and Vegetables,225.4088,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,13.105162790697676,3
NCJ43,6.635,Low Fat,0.045308629,Household,173.1396,OUT010,1998,Small,Tier 3,Grocery Store,348.8792,26.094890730972118,2
NCB19,6.5444802803833495,Low Fat,0.158096128,Household,86.3882,OUT019,1985,Small,Tier 1,Grocery Store,85.8882,13.20016201423098,1
FDA19,7.52,Low Fat,0.055127499,Fruits and Vegetables,128.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,3983.4814,17.061090425531916,2
FDD35,12.15,Low Fat,0.025842905,Starchy Foods,119.844,OUT013,1987,High,Tier 3,Supermarket Type1,599.22,9.863703703703703,1
FDK08,9.195,Regular,0.12280294300000001,Fruits and Vegetables,100.1016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1113.2176,10.88652528548124,3
FDN27,20.74864687501823,Low Fat,0.039370913,Meat,116.9808,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,5.637996574169236,1
NCC19,6.575841410592484,Low Fat,0.096411426,Household,192.982,OUT027,1985,Medium,Tier 3,Supermarket Type3,4633.968,29.34711893889976,1
FDL16,12.85,Low Fat,0.16871476,Frozen Foods,47.306000000000004,OUT049,1999,Medium,Tier 1,Supermarket Type1,1071.938,3.6814007782101172,2
NCL54,12.764929858178318,Low Fat,0.082353076,Household,176.9054,OUT027,1985,Medium,Tier 3,Supermarket Type3,4202.5296,13.858705215419503,1
FDR33,7.31,Low Fat,0.026830586,Snack Foods,108.057,OUT049,1999,Medium,Tier 1,Supermarket Type1,2087.283,14.782079343365254,2
FDD52,18.25,Regular,0.18326022100000003,Dairy,108.557,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.427,5.948328767123288,3
FDV33,9.6,Regular,0.027386122000000002,Snack Foods,259.2304,OUT049,1999,Medium,Tier 1,Supermarket Type1,4649.9472,27.003166666666665,2
FDF21,10.3,Regular,0.0,Fruits and Vegetables,191.153,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.777,18.558543689320388,3
FDM56,16.7,Low Fat,0.0,Fruits and Vegetables,109.1912,OUT018,2009,Medium,Tier 3,Supermarket Type2,545.956,6.538395209580838,3
FDB12,11.15,Regular,0.105287746,Baking Goods,103.2648,OUT035,2004,Small,Tier 2,Supermarket Type1,2388.8904,9.261417040358744,3
FDI48,11.85,Regular,0.0,Baking Goods,51.2666,OUT035,2004,Small,Tier 2,Supermarket Type1,410.1328,4.326295358649789,3
FDH09,12.6,Low Fat,0.05616476,Seafood,51.8982,OUT049,1999,Medium,Tier 1,Supermarket Type1,473.3838,4.118904761904762,2
FDQ36,7.855,Regular,0.0,Baking Goods,38.3848,OUT046,1997,Small,Tier 1,Supermarket Type1,932.12,4.886670910248249,2
FDY16,18.35,Regular,0.092150005,Frozen Foods,184.8266,OUT013,1987,High,Tier 3,Supermarket Type1,3872.9586,10.072294277929155,1
NCM43,14.553139181900915,Low Fat,0.01938106,Others,164.321,OUT027,1985,Medium,Tier 3,Supermarket Type3,5546.1140000000005,11.291103448275862,1
FDF59,12.5,Low Fat,0.07153422599999999,Starchy Foods,124.902,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.0279999999998,9.99216,3
NCR38,17.25,Low Fat,0.113497001,Household,253.4724,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172,14.694052173913043,3
FDY13,12.1,Low Fat,0.030121709,Canned,78.067,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.4429999999998,6.451818181818181,3
FDC40,16.0,Regular,0.065051586,Dairy,76.1986,OUT035,2004,Small,Tier 2,Supermarket Type1,1090.5804,4.7624125,3
FDT11,5.94,Regular,0.029538508999999998,Breads,189.4556,OUT017,2007,Medium,Tier 2,Supermarket Type1,1877.556,31.894882154882154,3
FDT59,13.65,Low Fat,0.015976248999999998,Breads,230.2668,OUT018,2009,Medium,Tier 3,Supermarket Type2,2994.7684,16.869362637362634,3
NCU54,8.88,Low Fat,0.09862237800000001,Household,208.42700000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,5452.901999999999,23.471509009009008,2
FDG34,11.5,Regular,0.062885197,Snack Foods,106.7254,OUT010,1998,Small,Tier 3,Grocery Store,542.627,9.280469565217391,2
FDQ36,7.855,Regular,0.162461219,Baking Goods,39.2848,OUT017,2007,Medium,Tier 2,Supermarket Type1,857.5504,5.001247612985359,3
DRZ11,8.85,Regular,0.11284010800000001,Soft Drinks,122.0388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1238.388,13.789694915254238,2
DRH23,14.722607882291877,Low Fat,0.29820527199999997,Hard Drinks,55.7614,OUT019,1985,Small,Tier 1,Grocery Store,110.5228,3.787467576791809,1
FDT55,13.6,Regular,0.043902087,Fruits and Vegetables,157.0946,OUT017,2007,Medium,Tier 2,Supermarket Type1,5522.811,11.551073529411767,3
NCV53,8.27,Low Fat,0.018797945,Health and Hygiene,241.28799999999998,OUT013,1987,High,Tier 3,Supermarket Type1,5512.8240000000005,29.176299879081014,1
FDQ33,13.473254712932174,Low Fat,0.0,Snack Foods,151.6708,OUT027,1985,Medium,Tier 3,Supermarket Type3,4815.0656,11.25717602996255,1
NCJ54,9.895,Low Fat,0.060017127999999996,Household,230.8642,OUT013,1987,High,Tier 3,Supermarket Type1,4414.9198,23.331399696816575,1
FDY16,18.533402441275037,Regular,0.16147714,Frozen Foods,186.2266,OUT019,1985,Small,Tier 1,Grocery Store,1106.5596,10.048160373686258,1
NCN07,18.5,Low Fat,0.033944697999999995,Others,129.9284,OUT046,1997,Small,Tier 1,Supermarket Type1,1054.6272,7.023156756756757,2
FDO01,21.1,Regular,0.020803053999999998,Breakfast,129.7994,OUT018,2009,Medium,Tier 3,Supermarket Type2,1284.994,6.1516303317535534,3
FDP32,6.65,Low Fat,0.08816538,Fruits and Vegetables,126.8678,OUT017,2007,Medium,Tier 2,Supermarket Type1,1780.3492,19.077864661654136,3
NCN07,18.5,Low Fat,0.034082974,Others,130.9284,OUT018,2009,Medium,Tier 3,Supermarket Type2,1977.4260000000002,7.077210810810811,3
DRN47,12.20209703018351,Low Fat,0.016745264,Hard Drinks,180.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,3056.022,14.814338842975207,1
NCM18,13.0,Low Fat,0.083009876,Household,61.1194,OUT045,2002,Medium,Tier 2,Supermarket Type1,2352.9372,4.701492307692307,3
FDD40,20.319527689803305,Regular,0.014721719,Dairy,193.6162,OUT027,1985,Medium,Tier 3,Supermarket Type3,5195.2374,9.528577777777777,1
FDW47,15.0,Low Fat,0.046375227000000005,Breads,122.8414,OUT046,1997,Small,Tier 1,Supermarket Type1,731.0484,8.189426666666666,2
FDI45,13.1,Low Fat,0.037639672,Fruits and Vegetables,175.6054,OUT049,1999,Medium,Tier 1,Supermarket Type1,1050.6324,13.404992366412214,2
FDJ46,11.1,Low Fat,0.04500603,Snack Foods,174.0054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2101.2648,15.676162162162164,3
FDD38,16.75,Regular,0.013711273999999999,Canned,100.2674,OUT010,1998,Small,Tier 3,Grocery Store,203.7348,5.986113432835821,2
FDS37,7.655,Low Fat,0.032009653,Canned,117.2492,OUT045,2002,Medium,Tier 2,Supermarket Type1,2432.8332,15.316681907250164,3
FDY60,10.5,Regular,0.026424424,Baking Goods,145.2128,OUT045,2002,Medium,Tier 2,Supermarket Type1,3739.1328,13.829790476190475,3
FDP13,8.1,Regular,0.134870732,Canned,41.948,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74,5.178765432098766,3
FDM28,15.7,Low Fat,0.045295529,Frozen Foods,181.36599999999999,OUT045,2002,Medium,Tier 2,Supermarket Type1,1977.4260000000002,11.551974522292992,3
FDY33,14.5,Regular,0.097750937,Snack Foods,159.7262,OUT017,2007,Medium,Tier 2,Supermarket Type1,5728.5432,11.015600000000001,3
NCM54,17.7,Low Fat,0.05089667,Household,125.5678,OUT013,1987,High,Tier 3,Supermarket Type1,1398.8458,7.094225988700566,1
FDK04,7.36,Low Fat,0.052312034,Frozen Foods,58.5588,OUT046,1997,Small,Tier 1,Supermarket Type1,801.6232,7.956358695652173,2
NCI42,18.75,Low Fat,0.010363586,Household,207.1954,OUT035,2004,Small,Tier 2,Supermarket Type1,1667.1632,11.050421333333334,3
FDF45,18.2,Regular,0.012254428999999999,Fruits and Vegetables,59.9904,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944,3.2961758241758243,3
FDN56,5.46,Regular,0.107223632,Fruits and Vegetables,144.8786,OUT049,1999,Medium,Tier 1,Supermarket Type1,3323.0078,26.534542124542124,2
FDR56,15.5,Regular,0.101335811,Fruits and Vegetables,196.5768,OUT017,2007,Medium,Tier 2,Supermarket Type1,3350.3056,12.682374193548387,3
FDX40,12.85,Low Fat,0.09899313900000001,Frozen Foods,39.3164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,3.0596420233463038,2
FDB34,15.25,Low Fat,0.026760329,Snack Foods,86.0198,OUT017,2007,Medium,Tier 2,Supermarket Type1,2006.0554,5.6406426229508195,3
FDY47,8.6,Regular,0.054594957,Breads,130.531,OUT045,2002,Medium,Tier 2,Supermarket Type1,1298.31,15.178023255813955,3
DRB01,7.39,Low Fat,0.08217094700000001,Soft Drinks,190.953,OUT013,1987,High,Tier 3,Supermarket Type1,2466.7889999999998,25.83937753721245,1
FDR51,9.035,Regular,0.17382151899999998,Meat,151.4708,OUT045,2002,Medium,Tier 2,Supermarket Type1,2407.5328,16.764892086330935,3
FDR48,11.65,Low Fat,0.131708682,Baking Goods,152.3024,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.024,13.07316738197425,2
FDZ25,15.7,Regular,0.027594063999999998,Canned,171.179,OUT013,1987,High,Tier 3,Supermarket Type1,1867.569,10.903121019108282,1
FDJ04,18.0,Low Fat,0.12470444,Frozen Foods,120.3124,OUT045,2002,Medium,Tier 2,Supermarket Type1,2725.7852,6.684022222222222,3
NCG07,12.374098003646164,Low Fat,0.052247805999999994,Household,190.85299999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,4554.072,15.423588850174214,1
FDB52,17.75,Low Fat,0.030559582999999998,Dairy,257.4672,OUT018,2009,Medium,Tier 3,Supermarket Type2,3835.008,14.505194366197182,3
FDH14,17.1,Regular,0.046903482,Canned,142.0838,OUT045,2002,Medium,Tier 2,Supermarket Type1,2528.7084,8.308994152046782,3
NCY17,18.2,Low Fat,0.163096139,Health and Hygiene,43.0086,OUT046,1997,Small,Tier 1,Supermarket Type1,758.3462,2.3631098901098904,2
FDX31,20.35,Regular,0.0,Fruits and Vegetables,234.4958,OUT045,2002,Medium,Tier 2,Supermarket Type1,1402.1748,11.523135135135135,3
FDN12,15.6,Low Fat,0.081103929,Baking Goods,112.3544,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.6896,7.2022051282051285,2
FDG56,13.3,Regular,0.071743629,Fruits and Vegetables,59.7536,OUT018,2009,Medium,Tier 3,Supermarket Type2,918.804,4.492751879699248,3
FDP23,6.71,Low Fat,0.035731825,Breads,218.3166,OUT018,2009,Medium,Tier 3,Supermarket Type2,5660.6316,32.53600596125186,3
FDC47,15.0,Low Fat,0.11913174900000001,Snack Foods,226.9694,OUT045,2002,Medium,Tier 2,Supermarket Type1,6851.081999999999,15.131293333333334,3
FDW25,5.295458906224586,Low Fat,0.037217847000000005,Canned,86.8224,OUT027,1985,Medium,Tier 3,Supermarket Type3,1448.7808,16.395632850241547,1
NCR42,9.105,Low Fat,0.038559926,Household,33.89,OUT045,2002,Medium,Tier 2,Supermarket Type1,99.87,3.7221306974190003,3
DRO59,11.8,Low Fat,0.054238448,Hard Drinks,75.4012,OUT049,1999,Medium,Tier 1,Supermarket Type1,986.7156,6.38993220338983,2
FDT60,12.0,Low Fat,0.075856062,Baking Goods,124.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.7432,10.378233333333332,3
FDE32,20.7,Low Fat,0.048957533,Fruits and Vegetables,37.8506,OUT018,2009,Medium,Tier 3,Supermarket Type2,265.6542,1.8285314009661837,3
FDF21,10.3,Regular,0.059160135,Fruits and Vegetables,191.553,OUT017,2007,Medium,Tier 2,Supermarket Type1,6641.355,18.597378640776697,3
FDX04,19.6,Regular,0.041536962000000004,Frozen Foods,46.0376,OUT013,1987,High,Tier 3,Supermarket Type1,527.3136,2.3488571428571428,1
FDC22,6.89,Regular,0.0,Snack Foods,193.482,OUT049,1999,Medium,Tier 1,Supermarket Type1,2510.0660000000003,28.08156748911466,2
FDD39,16.7,Low Fat,0.070297175,Dairy,216.385,OUT045,2002,Medium,Tier 2,Supermarket Type1,3678.545,12.957185628742515,3
DRC36,13.0,Regular,0.044984874,Soft Drinks,175.0054,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.1594,13.461953846153847,2
DRE01,10.1,Low Fat,0.167155198,Soft Drinks,241.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,5331.7264,23.935762376237626,2
FDP37,15.6,Low Fat,0.14298686300000002,Breakfast,130.3994,OUT013,1987,High,Tier 3,Supermarket Type1,2826.9868,8.358935897435899,1
DRI01,7.97,Low Fat,0.0,Soft Drinks,173.7422,OUT045,2002,Medium,Tier 2,Supermarket Type1,2759.0752,21.79952321204517,3
NCE19,9.029956465700836,Low Fat,0.162856593,Household,54.5956,OUT019,1985,Small,Tier 1,Grocery Store,218.3824,6.0460535117056855,1
NCS30,5.945,Low Fat,0.0,Household,128.9652,OUT017,2007,Medium,Tier 2,Supermarket Type1,1808.3128,21.69305298570227,3
FDX31,20.35,Regular,0.014885998000000001,Fruits and Vegetables,234.4958,OUT018,2009,Medium,Tier 3,Supermarket Type2,3271.7412,11.523135135135135,3
FDH47,13.5,Regular,0.12881621199999999,Starchy Foods,96.4068,OUT046,1997,Small,Tier 1,Supermarket Type1,2527.3768,7.141244444444445,2
FDY11,6.71,Regular,0.029680868,Baking Goods,65.0142,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.8846,9.68915052160954,3
FDU23,12.15,Low Fat,0.036360676,Breads,166.0184,OUT010,1998,Small,Tier 3,Grocery Store,330.2368,13.6640658436214,2
FDO19,17.7,Regular,0.016582833,Fruits and Vegetables,50.5034,OUT013,1987,High,Tier 3,Supermarket Type1,1458.102,2.853299435028249,1
FDP08,20.5,Regular,0.112316501,Fruits and Vegetables,193.9478,OUT013,1987,High,Tier 3,Supermarket Type1,4456.1994,9.460868292682926,1
FDX19,19.1,Low Fat,0.096653315,Fruits and Vegetables,235.1958,OUT013,1987,High,Tier 3,Supermarket Type1,4673.916,12.313916230366491,1
FDJ28,12.3,Low Fat,0.021984639,Frozen Foods,191.2162,OUT017,2007,Medium,Tier 2,Supermarket Type1,1924.162,15.546032520325202,3
FDE29,8.905,Low Fat,0.143351652,Frozen Foods,62.0878,OUT049,1999,Medium,Tier 1,Supermarket Type1,302.939,6.972240314430096,2
FDC14,14.5,Regular,0.041482394,Canned,40.0454,OUT017,2007,Medium,Tier 2,Supermarket Type1,209.727,2.7617517241379312,3
FDV44,8.365,Regular,0.040069806,Fruits and Vegetables,190.7188,OUT017,2007,Medium,Tier 2,Supermarket Type1,1904.1879999999999,22.799617453676028,3
NCF43,8.51,Low Fat,0.052239735,Household,141.947,OUT017,2007,Medium,Tier 2,Supermarket Type1,2004.058,16.680023501762633,3
NCY42,6.38,Low Fat,0.015149955,Household,144.047,OUT013,1987,High,Tier 3,Supermarket Type1,3149.2340000000004,22.577899686520375,1
NCZ06,19.645324600507873,Low Fat,0.09370568,Household,253.8698,OUT027,1985,Medium,Tier 3,Supermarket Type3,3297.7074,12.922657434402328,1
